.,English
EventGhostRemoveLady.text,Something scares the lady. She covers her face with both hands and cowers into the corner and then fades from view. Remove the Red Person Token.
EventGhostRemoveLady.button1,{qst:CONTINUE}
EventGhostPlacePatronLoungeA.button1,{qst:CONTINUE}
EventGhostPlacePatronLoungeA.text,The ghost of the patron lights his sigarette and nods as if he agrees to something. He continues to listen while staring at the cabinet. Place the Black Person Token in the {c:TileALounge} as indicated.
EventGhostPlaceMaidLoungeA.text,A ghost dressed in a maids costume appears in the {c:TileALounge}. She appears to be stuck in a timeloop  repeatedly picking up a stack of newspapers, folding them neatly and placing them on the cabinet. Place the White Person Token as indicated.
EventGhostPlaceMaidLoungeA.button1,{qst:CONTINUE}
EventGhostPlaceMaidLoungeB.text,A ghost dressed in a maids costume appears in the {c:TileBLounge}. She appears to be stuck in a timeloop  repeatedly picking up a stack of newspapers, folding them neatly and placing them on the cabinet. Place the White Person Token as indicated.
EventGhostPlaceMaidLoungeB.button1,{qst:CONTINUE}
EventGhostPlacePastorLoungeA.button1,{qst:CONTINUE}
EventGhostPlacePastorLoungeA.text,The air in the {c:TileALounge} grows cold when the ghost of a man in a suit and clerical collar appears. He fumbles with his lighter while trying to nervously light his cigarette. Place the Yellow Person Token as indicated.
EventGhostPlacePastorLoungeB.text,The air in the {c:TileBLounge} grows cold when the ghost of a man in a suit and clerical collar appears. He fumbles with his lighter while trying to nervously light his cigarette. Place the Yellow Person Token as indicated.
EventGhostPlaceColonelLoungeA.button1,{qst:CONTINUE}
EventGhostPlaceColonelLoungeA.text,A transparent image of an old man in a military uniform appears in the {c:TileALounge}. Comfortably siting in the chair and smoking his pipe. Place the Blue Person Token as indicated.
EventGhostPlaceColonelLoungeB.button1,{qst:CONTINUE}
EventGhostPlaceColonelLoungeB.text,A transparent image of an old man in a military uniform appears in the {c:TileBLounge}. Comfortably siting in the chair and smoking his pipe. Place the Blue Person Token as indicated.
EventGhostPlaceLadyLoungeA.button1,{qst:CONTINUE}
EventGhostPlaceLadyLoungeA.text,The image of a fancy dressed woman appears in the {c:TileALounge}. Even in this pale ghostly state you recognize that the lady wears to much make up to hide her true age. She must be nervous about something judging from her finger restlessly tapping the teacup she is holding. Place the Red Person Token as indicated.
EventGhostPlaceLadyLoungeB.text,The image of a fancy dressed woman appears in the {c:TileBLounge}. Even in this pale ghostly state you recognize that the lady wears to much make up to hide her true age. She must be nervous about something judging from her finger restlessly tapping the teacup she is holding. Place the Red Person Token as indicated.
EventGhostPlaceLadyLoungeB.button1,{qst:CONTINUE}
EventGhostPlacePatronLoungeB.text,The ghost of the patron lights his sigarette and nods as if he agrees to something. He continues to listen while staring at the cabinet. Place the Black Person Token in the {c:TileBLounge} as indicated.
EventGhostPlacePatronLoungeB.button1,{qst:CONTINUE}
EventGhostPlacePatronLeisureA.button1,{qst:CONTINUE}
EventGhostPlacePatronLeisureA.text,The patron's ghost appears in the {c:TileALeisure}. Pooring a drink and laughing as if someone just told a joke. Place the Black Person Token as indicated.
EventGhostPlacePatronLeisureB.text,The patron's ghost appears in the {c:TileBLeisure}. Pooring a drink and laughing as if someone just told a joke. Place the Black Person Token as indicated.
EventGhostPlacePatronLeisureB.button1,{qst:CONTINUE}
EventGhostPlaceMaidLeisureA.text,The ghost of the maid walks around in the {c:TileALeisure}. Picking up empty glasses and wiping the surfaces clean. No matter how often the maid's ghost wipes the surface, the thick layer of dust remains. Place the White Person Token as indicated.
EventGhostPlaceMaidLeisureB.button1,{qst:CONTINUE}
EventGhostPlaceMaidLeisureA.button1,{qst:CONTINUE}
EventGhostPlaceColonelLeisureA.text,The ghost of the old military man sits in the corner of {c:TileALeisure}. Nipping on what appears to be a whiskey or some other liquor. Place the Blue Person Token as indicated.
EventGhostPlaceColonelLeisureA.button1,{qst:CONTINUE}
EventGhostPlaceColonelLeisureB.text,The ghost of the old military man sits in the corner of {c:TileBLeisure}. Nipping on what appears to be a whiskey or some other liquor. Place the Blue Person Token as indicated.
EventGhostPlaceColonelLeisureB.button1,{qst:CONTINUE}
EventGhostPlaceAll.button1,Button1
EventGhostPlacePatronChapelA.button1,{qst:CONTINUE}
EventGhostPlacePatronChapelA.text,The ghostly form of the patron just stands there, unmoving and arms crossed in front of his chest. With his hollow eyes he is staring to ... you? You get nervous from his stern look. Place the Black Person Token as indicated.
EventGhostPlacePatronChapelB.text,The ghostly form of the patron just stands there, unmoving and arms crossed in front of his chest. With his hollow eyes he is staring to ... you? You get nervous from his stern look. Place the Black Person Token as indicated.
EventGhostPlacePatronChapelB.button1,{qst:CONTINUE}
EventGhostPlaceMaidChapelA.button1,{qst:CONTINUE}
EventGhostPlaceMaidChapelB.button1,{qst:CONTINUE}
EventGhostPlaceMaidChapelB.text,The maid's ghost floats around, blowing into her outstretched hand as if to blow out candles that once where  there. Place the White Person Token as indicated.
TokenMaidBChapel.button1,{qst:CONTINUE}
EventGhostPlaceMaidChapelA.text,The maid's ghost floats around, blowing into her outstretched hand as if to blow out candles that once where  there. Place the White Person Token as indicated.
EventGhostPlacePastorChapelA.button1,{qst:CONTINUE}
EventGhostPlacePastorChapelB.button1,{qst:CONTINUE}
EventGhostPlacePastorChapelA.text,The pastor's ghostly form appears leaning over a lectern. One hand firmly holding the lectern and his other hand pointing in your direction. His face looks angry and he appears to be shouting something. Whatever this man was preaching or teaching, he was very serious about it. Place the Yellow Person Token as indicated.
EventGhostPlacePastorChapelB.text,The pastor's ghostly form appears leaning over a lectern. One hand firmly holding the lectern and his other hand pointing in your direction. His face looks angry and he appears to be shouting something. Whatever this man was preaching or teaching, he was very serious about it. Place the Yellow Person Token as indicated.
EventGhostPlaceColonelChapelA.button1,{qst:CONTINUE}
EventGhostPlaceColonelChapelB.button1,{qst:CONTINUE}
EventGhostPlaceColonelChapelA.text,The ghost of a grey haired man in a military uniform sits in a chair listening. He sometimes raises his hand as if to interrupt someone but then lowers it again, shaking his head disapprovingly. Place the Blue Person Token as indicated.
EventGhostPlaceColonelChapelB.text,The ghost of a grey haired man in a military uniform sits in a chair listening. He sometimes raises his hand as if to interrupt someone but then lowers it again, shaking his head disapprovingly. Place the Blue Person Token as indicated.
EventGhostPlaceLadyChapelA.button1,{qst:CONTINUE}
EventGhostPlaceLadyChapelB.button1,{qst:CONTINUE}
EventGhostPlaceLadyChapelA.text,The ghost of a lady in a fancy red dress falls on her knees holding her hands up as if to plead to someone... or something. Judging from the mascara running down her face she must have been crying recently. Place the Red Person Token as indicated.
EventGhostPlaceLadyChapelB.text,The ghost of a lady in a fancy red dress falls on her knees holding her hands up as if to plead to someone... or something. Judging from the mascara running down her face she must have been crying recently. Place the Red Person Token as indicated.
EventGhostPlacePatronLibraryA.button1,{qst:CONTINUE}
EventGhostPlacePatronLibraryB.button1,{qst:CONTINUE}
EventGhostPlacePatronLibraryA.text,The patron's ghost nervously walks up and down the {c:TileALibrary} looking at the door as if he is expecting someone. Place the Black Person Token as indicated.
EventGhostPlacePatronLibraryB.text,The patron's ghost nervously walks up and down the {c:TileBLibrary} looking at the door as if he is expecting someone. Place the Black Person Token as indicated.
EventGhostPlacePastorLibraryA.button1,{qst:CONTINUE}
EventGhostPlacePastorLibraryA.text,The pastor's ghost is flipping frantically through pages of a big book. His attention is caught by something on one page particular and mimics some words silently as he trails his finger across the page. Place the Yellow Person Token as indicated.
EventGhostPlacePastorLibraryB.button1,{qst:CONTINUE}
EventGhostPlacePastorLibraryB.text,The pastor's ghost is flipping frantically through pages of a big book. His attention is caught by something on one page particular and mimics some words silently as he trails his finger across the page. Place the Yellow Person Token as indicated.
EventGhostPlaceColonelLibraryA.button1,{qst:CONTINUE}
EventGhostPlaceColonelLibraryB.button1,{qst:CONTINUE}
EventGhostPlaceColonelLibraryA.text,The patron's ghost nervously walks up and down the libary looking at the door as if he is expecting someone. Place the Black Person Token as indicated.
EventGhostPlaceColonelLibraryB.text,The patron's ghost nervously walks up and down the libary looking at the door as if he is expecting someone. Place the Black Person Token as indicated.
EventGhostPlaceLadyLibraryA.button1,{qst:CONTINUE}
EventGhostPlaceLadyLibraryB.button1,{qst:CONTINUE}
EventGhostPlaceLadyLibraryA.text,The ghost of the lady wearing too much make-up to hide her true age runs her finger along the back of the books. Suddenly she stops, pulls a paper that seemed stuck between two heavy leatherbound books and quickly places it in her snakeleather purse as she nervously looks over her shoulder. Place the Red Person Token as indicated.
EventGhostPlaceLadyLibraryB.text,The ghost of the lady wearing too much make-up to hide her true age runs her finger along the back of the books. Suddenly she stops, pulls a paper that seemed stuck between two heavy leatherbound books and quickly places it in her snakeleather purse as she nervously looks over her shoulder. Place the Red Person Token as indicated.
EventGhostPlaceMaidHallA.button1,{qst:CONTINUE}
EventGhostPlaceMaidHallB.button1,{qst:CONTINUE}
EventGhostPlaceMaidHallA.text,The maid's ghost is sweeping the floor in the {c:TileAHall}. Suddenly she stops and picks up something from the floor, examines it and puts it away in her apron. Place the White Person Token as indicated.
EventGhostPlaceMaidHallB.text,The maid's ghost is sweeping the floor in the {c:TileBHall}. Suddenly she stops and picks up something from the floor, examines it and puts it away in her apron. Place the White Person Token as indicated.
EventGhostPlacePastorHallA.button1,{qst:CONTINUE}
EventGhostPlacePastorHallB.button1,{qst:CONTINUE}
EventGhostPlacePastorHallA.text,The ghost of the pastor seems intregued by the paining hanging on the wall in the {c:TileAHall}. He rubbs his chin when he examines the painting more closely. Place the Yellow Person Token as indicated.
EventGhostPlacePastorHallB.text,The ghost of the pastor seems intregued by the paining hanging on the wall in the {c:TileAHall}. He rubbs his chin when he examines the painting more closely. Place the Yellow Person Token as indicated.
EventGhostPlaceColonelHallA.button1,{qst:CONTINUE}
EventGhostPlaceColonelHallB.button1,{qst:CONTINUE}
EventGhostPlaceColonelHallA.text,The ghost of the old colonel seems to have falen asleep sitting on a chair in the {c:TileAHall}. Suddenly he wakes-up and looks worried over his shoulder. Place the Blue Person Token as indicated.
EventGhostPlaceColonelHallB.text,The ghost of the old colonel seems to have falen asleep sitting on a chair in the {c:TileBHall}. Suddenly he wakes-up and looks worried over his shoulder. Place the Blue Person Token as indicated.
EventGhostPlaceLadyHallA.button1,{qst:CONTINUE}
EventGhostPlaceLadyHallB.button1,{qst:CONTINUE}
EventGhostPlaceLadyHallA.text,The ghostly appearence of a woman wearing a red dress stands with her ear pressed to the door in the {c:TileAHall}. She holds her hand in front of her mouth as if she just heard something disturbing. Place the Red Person Token as indicated.
EventGhostPlaceLadyHallB.text,The ghostly appearence of a woman wearing a red dress stands with her ear pressed to the door in the {c:TileBHall}. She holds her hand in front of her mouth as if she just heard something disturbing. Place the Red Person Token as indicated.
EventGhostPlacePatronBedroomA.button1,{qst:CONTINUE}
EventGhostPlacePatronBedroomB.button1,{qst:CONTINUE}
EventGhostPlacePatronBedroomA.text,The patron's ghost is hopping awkwardly on one leg trying to put on his pants in a hurry in the {c:TileABedroom}. He casts a nervous glance at the door. Place the Black Person Token as indicated.
EventGhostPlacePatronBedroomB.text,The patron's ghost is hopping awkwardly on one leg trying to put on his pants in a hurry in the {c:TileBBedroom}. He casts a nervous glance at the door. Place the Black Person Token as indicated.
EventGhostPlaceMaidBedroomA.button1,{qst:CONTINUE}
EventGhostPlaceMaidBedroomB.button1,{qst:CONTINUE}
EventGhostPlaceMaidBedroomA.text,The maid's ghost makes up the bed in the {c:TileABedroom} cursing silently as she discovers something between the sheets. Quickly she picks it up and puts it in her apron. Place the White Person Token as indicated.
EventGhostPlaceMaidBedroomB.text,The maid's ghost makes up the bed in the {c:TileBBedroom} cursing silently as she discovers something between the sheets. Quickly she picks it up and puts it in her apron. Place the White Person Token as indicated.
EventGhostPlaceLadyBedroomA.button1,{qst:CONTINUE}
EventGhostPlaceLadyBedroomB.button1,{qst:CONTINUE}
EventGhostPlaceLadyBedroomA.text,The ghost of the lady makes the finishing touch on her make-up looking in a small hand-held mirror while sitting on the bed in the {c:TileABedroom}. Apearenlty sattisfied with the result she puts her make-up and miror in her snakeleather purse. Place the Red Person Token as indicated.
EventGhostPlaceLadyBedroomB.text,{c:TileBBedroom} Place the Black Person Token as indicated.
